set,card_name,card_number,quantity,batch_start_time,scraped_at,ungraded,grade_7,grade_8,grade_9,grade_95,psa_10,status,error_type,error_message,url
pokemon-destined-rivals,swellow,157,,2026-01-17T15:02:47.633422,2026-01-17T15:05:45.021340,$0.31,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/swellow-157
pokemon-twilight-masquerade,applin,17,,2026-01-07T00:43:59.337569,2026-01-07T00:51:53.950301,$0.31,,,$10.52,$12.00,$31.44,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/applin-17
pokemon-destined-rivals,team-rocket's-archer-reverse-holo,170,,2026-01-07T00:43:59.337569,2026-01-07T00:49:43.853991,$0.30,,,$10.82,$12.00,$32.80,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-archer-reverse-holo-170
pokemon-journey-together,ludicolo,37,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:21.554247,$0.30,,,$10.58,$12.00,$31.85,,,,https://www.pricecharting.com/game/pokemon-journey-together/ludicolo-37
pokemon-journey-together,n's-klinklang,105,1,2026-02-18T22:30:10.450954,2026-02-18T22:43:21.275552,$0.30,,,$10.41,$11.00,$31.31,,,,https://www.pricecharting.com/game/pokemon-journey-together/n%27s-klinklang-105
pokemon-journey-together,noivern,128,1,2026-02-18T22:30:10.450954,2026-02-18T22:45:16.332051,$0.30,,,,,,,,,https://www.pricecharting.com/game/pokemon-journey-together/noivern-128
pokemon-journey-together,regice,42,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:41.925198,$0.30,,,$10.42,$11.00,$31.36,,,,https://www.pricecharting.com/game/pokemon-journey-together/regice-42
pokemon-journey-together,weezing,92,1,2026-02-18T22:30:10.450954,2026-02-18T22:41:54.554348,$0.30,,,$10.42,$11.00,$31.36,,,,https://www.pricecharting.com/game/pokemon-journey-together/weezing-92
pokemon-twilight-masquerade,lairon-reverse-holo,121,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:32:36.757637,$0.30,,$7.27,$10.46,$12.00,$29.99,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/lairon-reverse-holo-121
pokemon-twilight-masquerade,snorunt-reverse-holo,51,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:53:55.788121,$0.30,,,$10.46,$12.00,$49.99,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/snorunt-reverse-holo-51
pokemon-white-flare,durant-reverse,70,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:34:06.138512,$0.30,,,$10.41,$11.00,$31.41,,,,https://www.pricecharting.com/game/pokemon-white-flare/durant-reverse-70
pokemon-destined-rivals,hippopotas-reverse-holo,105,1.0,2026-01-23T22:37:16.140885,2026-01-23T22:37:16.154760,$0.29,,,$10.66,$12.00,$32.23,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/hippopotas-reverse-holo-105
pokemon-destined-rivals,team-rocket's-ampharos,74,,2026-01-04T17:25:37.624686,2026-01-04T17:26:29.900141,$0.29,,,$10.50,$12.00,$31.73,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-ampharos-74
pokemon-destined-rivals,team-rocket's-arbok,113,,2026-01-04T17:25:37.624686,2026-01-04T17:27:23.242355,$0.29,,$8.29,$10.75,$12.00,$32.38,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-arbok-113
pokemon-destined-rivals,team-rocket's-great-ball,175,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:18:29.432523,$0.29,,,$7.50,$8.00,$32.31,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-great-ball-175
pokemon-destined-rivals,team-rocket's-koffing,125,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:17:14.630260,$0.29,,,$10.25,$11.00,$30.83,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-koffing-125
pokemon-destined-rivals,team-rocket's-weezing,126,,2026-01-17T15:02:47.633422,2026-01-17T15:05:12.191831,$0.29,,,$10.37,$11.00,$31.26,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-weezing-126
pokemon-journey-together,copperajah-reverse-holo,110,1,2026-02-18T22:30:10.450954,2026-02-18T22:43:50.277159,$0.29,,,$10.39,$11.00,$31.27,,,,https://www.pricecharting.com/game/pokemon-journey-together/copperajah-reverse-holo-110
pokemon-journey-together,iono's-kilowattrel,55,1,2026-02-18T22:30:10.450954,2026-02-18T22:38:42.065480,$0.29,,$8.60,$9.50,$10.00,$31.00,,,,https://www.pricecharting.com/game/pokemon-journey-together/iono%27s-kilowattrel-55
pokemon-stellar-crown,payapa-berry-reverse-holo,141,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:33:46.409923,$0.29,,$7.50,$10.43,$11.00,$31.25,,,,https://www.pricecharting.com/game/pokemon-stellar-crown/payapa-berry-reverse-holo-141
pokemon-twilight-masquerade,glimmet-reverse-holo,108,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:19:48.545533,$0.29,,,$10.45,$12.00,$31.22,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/glimmet-reverse-holo-108
pokemon-twilight-masquerade,leafeon,11,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:56:51.706856,$0.29,,$8.50,$11.50,$13.00,$29.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/leafeon-11
pokemon-destined-rivals,ethan's-adventure-reverse-holo,165,1,2026-02-18T22:30:10.450954,2026-02-18T22:32:16.131990,$0.28,,,$10.40,$11.00,$31.34,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/ethan%27s-adventure-reverse-holo-165
pokemon-destined-rivals,team-rocket's-nidorina,115,,2026-01-17T15:02:47.633422,2026-01-17T15:05:00.156859,$0.28,,,$10.40,$11.00,$31.35,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-nidorina-115
pokemon-journey-together,hop's-cramorant,138,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:13.095688,$0.28,,,$10.45,$12.00,$31.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-cramorant-138
pokemon-journey-together,hop's-dubwool-reverse-holo,136,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:01.234919,$0.28,,,$8.35,$9.00,$31.27,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-dubwool-reverse-holo-136
pokemon-journey-together,petilil-reverse-holo,6,1,2026-02-18T22:30:10.450954,2026-02-18T22:33:52.605341,$0.28,,,$10.35,$11.00,$31.13,,,,https://www.pricecharting.com/game/pokemon-journey-together/petilil-reverse-holo-6
pokemon-twilight-masquerade,finizen,59,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:54:11.793859,$0.28,,,$11.92,$13.00,$14.00,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/finizen-59
pokemon-journey-together,greedent,132,1,2026-02-18T22:30:10.450954,2026-02-18T22:45:43.795490,$0.27,,,$10.35,$11.00,$31.13,,,,https://www.pricecharting.com/game/pokemon-journey-together/greedent-132
pokemon-journey-together,hop's-wooloo,135,1,2026-02-18T22:30:10.450954,2026-02-18T22:45:50.737191,$0.27,,,$9.75,$11.00,$50.00,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-wooloo-135
pokemon-journey-together,iono's-electrode,48,1,2026-02-18T22:30:10.450954,2026-02-18T22:38:10.862598,$0.27,,,$10.38,$11.00,$31.22,,,,https://www.pricecharting.com/game/pokemon-journey-together/iono%27s-electrode-48
pokemon-journey-together,n's-darmanitan,27,1,2026-02-18T22:30:10.450954,2026-02-18T22:36:31.611308,$0.27,,,$10.41,$11.00,$31.31,,,,https://www.pricecharting.com/game/pokemon-journey-together/n%27s-darmanitan-27
pokemon-scarlet-&-violet-energy,basic-fighting-energy-holo,22,,2026-01-07T00:43:59.337569,2026-01-07T00:51:48.936741,$0.27,,,,,,,,,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-energy/basic-fighting-energy-holo-22
pokemon-twilight-masquerade,carmine-reverse-holo,145,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:19:49.493633,$0.27,,$8.50,$11.61,$13.00,$31.22,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/carmine-reverse-holo-145
pokemon-twilight-masquerade,swanna-reverse-holo,140,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:19:34.647058,$0.27,,,$10.77,$12.00,$32.10,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/swanna-reverse-holo-140
pokemon-destined-rivals,arven's-toedscruel,110,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:16:55.353781,$0.26,,,$10.28,$11.00,$30.93,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/arven%27s-toedscruel-110
pokemon-journey-together,oinkologne,140,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:30.930895,$0.26,,,$10.30,$11.00,$30.95,,,,https://www.pricecharting.com/game/pokemon-journey-together/oinkologne-140
pokemon-journey-together,ruffian,157,1,2026-02-18T22:30:10.450954,2026-02-18T22:48:17.571473,$0.26,,,$10.37,$11.00,$31.18,,,,https://www.pricecharting.com/game/pokemon-journey-together/ruffian-157
pokemon-journey-together,spiky-energy,159,1,2026-02-18T22:30:10.450954,2026-02-18T22:48:30.192425,$0.26,,,$10.37,$11.00,$31.18,,,,https://www.pricecharting.com/game/pokemon-journey-together/spiky-energy-159
pokemon-twilight-masquerade,carmine,145,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:19:40.783830,$0.26,,$6.80,$10.34,$11.00,$30.92,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/carmine-145
pokemon-white-flare,scrafty-reverse,58,,2025-11-27T00:34:23.661894,2025-11-27T00:35:44.726884,$0.26,,,$10.33,$11.00,$31.20,,,,https://www.pricecharting.com/game/pokemon-white-flare/scrafty-reverse-58
pokemon-black-bolt,fennel,82,,2026-01-05T14:00:30.919912,2026-01-05T14:04:13.378874,$0.25,,,$10.13,$11.00,$30.47,,,,https://www.pricecharting.com/game/pokemon-black-bolt/fennel-82
pokemon-black-bolt,karrablast,9,,2026-01-05T14:00:30.919912,2026-01-05T14:01:35.344526,$0.25,,,$10.07,$11.00,$30.24,,,,https://www.pricecharting.com/game/pokemon-black-bolt/karrablast-9
pokemon-black-bolt,tranquill-reverse,72,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:55:37.318942,$0.25,,,$10.34,$11.00,$31.18,,,,https://www.pricecharting.com/game/pokemon-black-bolt/tranquill-reverse-72
pokemon-black-bolt,tynamo,30,,2026-01-07T00:43:59.337569,2026-01-07T00:51:08.478365,$0.25,,,$10.31,$11.00,$31.09,,,,https://www.pricecharting.com/game/pokemon-black-bolt/tynamo-30
pokemon-destined-rivals,buizel-reverse-holo,57,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:15:27.995464,$0.25,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/buizel-reverse-holo-57
pokemon-destined-rivals,cynthia's-spiritomb,129,,2026-01-07T00:43:59.337569,2026-01-07T00:48:08.881646,$0.25,,,$10.68,$12.00,$32.33,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/cynthia%27s-spiritomb-129
pokemon-destined-rivals,ethan's-adventure,165,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:17:49.592666,$0.25,,,$10.18,$11.00,$30.60,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/ethan%27s-adventure-165
pokemon-destined-rivals,ethan's-pinsir,1,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:13:44.583853,$0.25,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/ethan%27s-pinsir-1
pokemon-destined-rivals,ethan's-slugma,35,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:14:57.084527,$0.25,,,$10.15,$11.00,$30.51,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/ethan%27s-slugma-35
pokemon-destined-rivals,judge,167,,2026-01-07T00:43:59.337569,2026-01-07T00:49:35.478225,$0.25,,,$10.26,$11.00,$30.89,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/judge-167
pokemon-destined-rivals,primeape-reverse-holo,91,,2026-01-07T00:43:59.337569,2026-01-07T00:47:00.193441,$0.25,,,$10.34,$11.00,$31.17,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/primeape-reverse-holo-91
pokemon-destined-rivals,rotom,77,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:16:01.652492,$0.25,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/rotom-77
pokemon-destined-rivals,sacred-ash,168,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:17:56.133865,$0.25,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/sacred-ash-168
pokemon-destined-rivals,team-rocket's-drowzee-reverse-holo,79,,2026-01-17T15:02:47.633422,2026-01-17T15:04:11.551889,$0.25,,,$12.50,$14.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-drowzee-reverse-holo-79
pokemon-destined-rivals,team-rocket's-houndour-reverse-holo,37,1.0,2026-01-22T16:42:45.077992,2026-01-22T16:43:06.284413,$0.25,,,$10.70,$12.00,$32.37,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-houndour-reverse-holo-37
pokemon-destined-rivals,wellspring-mask-ogerpon,67,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:15:50.192624,$0.25,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/wellspring-mask-ogerpon-67
pokemon-journey-together,black-belt's-training,145,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:21:49.701208,$0.25,,,$10.35,$11.00,$31.14,,,,https://www.pricecharting.com/game/pokemon-journey-together/black-belt%27s-training-145
pokemon-journey-together,furret-reverse-holo,119,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:21:41.231053,$0.25,,,$10.55,$12.00,$31.78,,,,https://www.pricecharting.com/game/pokemon-journey-together/furret-reverse-holo-119
pokemon-journey-together,grimmsnarl,73,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:11.255664,$0.25,,,$10.55,$12.00,$21.75,,,,https://www.pricecharting.com/game/pokemon-journey-together/grimmsnarl-73
pokemon-journey-together,hop's-corviknight,108,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:21:32.104474,$0.25,,,$10.43,$11.00,$31.41,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-corviknight-108
pokemon-journey-together,lilligant-reverse-holo,7,1,2026-02-18T22:30:10.450954,2026-02-18T22:34:05.860023,$0.25,,,$10.35,$11.00,$31.13,,,,https://www.pricecharting.com/game/pokemon-journey-together/lilligant-reverse-holo-7
pokemon-journey-together,magmortar,21,1,2026-02-18T22:30:10.450954,2026-02-18T22:35:51.719287,$0.25,,,$9.51,$10.00,$30.95,,,,https://www.pricecharting.com/game/pokemon-journey-together/magmortar-21
pokemon-journey-together,n's-darumaka,26,1,2026-02-18T22:30:10.450954,2026-02-18T22:36:25.464870,$0.25,,,$10.25,$11.00,$30.81,,,,https://www.pricecharting.com/game/pokemon-journey-together/n%27s-darumaka-26
pokemon-journey-together,parasect-reverse-holo,5,1,2026-02-18T22:30:10.450954,2026-02-18T22:33:40.441278,$0.25,,,$10.49,$12.00,$31.58,,,,https://www.pricecharting.com/game/pokemon-journey-together/parasect-reverse-holo-5
pokemon-journey-together,rockruff,84,1,2026-02-18T22:30:10.450954,2026-02-18T22:41:10.164948,$0.25,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/rockruff-84
pokemon-journey-together,sprigatito-reverse-holo,16,1,2026-02-18T22:30:10.450954,2026-02-18T22:35:20.105810,$0.25,,,$13.99,$15.00,$23.04,,,,https://www.pricecharting.com/game/pokemon-journey-together/sprigatito-reverse-holo-16
pokemon-journey-together,torkoal-reverse-holo,25,1,2026-02-18T22:30:10.450954,2026-02-18T22:36:19.020802,$0.25,,,$10.35,$11.00,$31.13,,,,https://www.pricecharting.com/game/pokemon-journey-together/torkoal-reverse-holo-25
pokemon-journey-together,tropius-reverse-holo,123,1,2026-02-18T22:30:10.450954,2026-02-18T22:44:46.591091,$0.25,,,$10.24,$11.00,$30.77,,,,https://www.pricecharting.com/game/pokemon-journey-together/tropius-reverse-holo-123
pokemon-twilight-masquerade,aggron,122,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:32:44.629618,$0.25,,,$10.31,$11.00,$30.84,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/aggron-122
pokemon-twilight-masquerade,chandelure,38,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:58:13.038550,$0.25,,,$1.25,$1.00,$20.58,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/chandelure-38
pokemon-twilight-masquerade,chansey,133,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:20:25.626387,$0.25,,,$10.18,$11.00,$30.50,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/chansey-133
pokemon-twilight-masquerade,clefable,79,1.0,2026-01-23T20:53:06.228900,2026-01-23T21:00:22.282819,$0.25,,,$10.89,$12.00,$32.44,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/clefable-79
pokemon-twilight-masquerade,lucian,157,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:33:32.679867,$0.25,,,$10.17,$11.00,$19.31,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/lucian-157
pokemon-twilight-masquerade,tangrowth-reverse-holo,2,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:18:07.458620,$0.25,,,$10.18,$11.00,$30.50,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/tangrowth-reverse-holo-2
pokemon-twilight-masquerade,venipede,115,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:20:01.464765,$0.25,,,$10.17,$11.00,$30.46,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/venipede-115
pokemon-white-flare,zorua,61,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:24:00.797243,$0.25,,,$10.34,$11.00,$31.17,,,,https://www.pricecharting.com/game/pokemon-white-flare/zorua-61
pokemon-black-bolt,tirtouga,22,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:54:04.310113,$0.24,,,$10.30,$11.00,$31.04,,,,https://www.pricecharting.com/game/pokemon-black-bolt/tirtouga-22
pokemon-destined-rivals,steven's-claydol,84,,2026-01-17T15:02:47.633422,2026-01-17T15:04:29.096773,$0.24,,,$10.33,$11.00,$31.12,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/steven%27s-claydol-84
pokemon-destined-rivals,team-rocket's-muk,124,,2026-01-07T01:13:32.223987,2026-01-07T01:13:50.972157,$0.24,,,$10.33,$11.00,$31.12,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-muk-124
pokemon-journey-together,toedscruel,89,1,2026-02-18T22:30:10.450954,2026-02-18T22:41:33.380211,$0.24,,,$10.34,$11.00,$31.09,,,,https://www.pricecharting.com/game/pokemon-journey-together/toedscruel-89
pokemon-twilight-masquerade,chi-yu,39,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:58:27.656261,$0.24,,,$10.20,$11.00,$49.99,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/chi-yu-39
pokemon-twilight-masquerade,hisuian-arcanine-reverse-holo,100,1.0,2026-01-23T20:53:06.228900,2026-01-23T22:31:40.595118,$0.24,,,$13.52,$15.00,$34.99,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/hisuian-arcanine-reverse-holo-100
pokemon-twilight-masquerade,nosepass-reverse-holo,101,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:54:38.338702,$0.24,,,$10.25,$11.00,$30.67,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/nosepass-reverse-holo-101
pokemon-black-bolt,eelektrik,31,1,2026-02-18T22:30:10.450954,2026-02-18T22:33:06.734944,$0.23,,,$10.27,$11.00,$30.93,,,,https://www.pricecharting.com/game/pokemon-black-bolt/eelektrik-31
pokemon-destined-rivals,team-rocket's-larvitar,94,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:16:36.183551,$0.23,,,$10.21,$11.00,$30.69,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-larvitar-94
pokemon-destined-rivals,team-rocket's-murkrow,127,,2026-01-17T15:02:47.633422,2026-01-17T15:05:17.160706,$0.23,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-murkrow-127
pokemon-destined-rivals,team-rocket's-pupitar,95,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:16:44.022435,$0.23,,,$10.34,$11.00,$31.16,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-pupitar-95
pokemon-journey-together,cramorant-reverse-holo,137,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:08.179280,$0.23,,,$10.83,$12.00,$32.67,,,,https://www.pricecharting.com/game/pokemon-journey-together/cramorant-reverse-holo-137
pokemon-stellar-crown,noctowl,115,1.0,2026-02-18T13:22:30.725024,2026-02-18T13:22:48.276079,$0.23,,,$6.75,$7.00,$19.74,,,,https://www.pricecharting.com/game/pokemon-stellar-crown/noctowl-115
pokemon-destined-rivals,forretress,140,,2026-01-07T00:43:59.337569,2026-01-07T00:48:36.346927,$0.22,,,$10.29,$11.00,$30.98,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/forretress-140
pokemon-destined-rivals,team-rocket's-chingling,85,,2026-01-04T17:25:37.624686,2026-01-04T17:26:45.473628,$0.22,,,$10.20,$11.00,$30.70,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-chingling-85
pokemon-destined-rivals,team-rocket's-porygon-z,155,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:17:36.755085,$0.22,,,$10.29,$11.00,$30.97,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-porygon-z-155
pokemon-journey-together,lilligant,7,1,2026-02-18T22:30:10.450954,2026-02-18T22:33:57.631535,$0.22,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/lilligant-7
pokemon-journey-together,morgrem-reverse-holo,72,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:05.284375,$0.22,,,$10.24,$11.00,$30.77,,,,https://www.pricecharting.com/game/pokemon-journey-together/morgrem-reverse-holo-72
pokemon-journey-together,super-potion,158,1,2026-02-18T22:30:10.450954,2026-02-18T22:48:24.938850,$0.22,,,$10.31,$11.00,$31.00,,,,https://www.pricecharting.com/game/pokemon-journey-together/super-potion-158
pokemon-stellar-crown,ponyta-reverse-holo,19,1.0,2026-02-18T13:22:30.725024,2026-02-18T13:22:30.744847,$0.22,,,$7.50,$8.00,$31.48,,,,https://www.pricecharting.com/game/pokemon-stellar-crown/ponyta-reverse-holo-19
pokemon-destined-rivals,barraskewda,63,,2026-01-15T18:40:39.420291,2026-01-15T18:40:39.438253,$0.21,,,$10.22,$11.00,$30.75,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/barraskewda-63
pokemon-destined-rivals,team-rocket's-mareep-reverse-holo,72,1.0,2026-01-22T16:42:45.077992,2026-01-22T16:43:38.355113,$0.21,,,$10.29,$11.00,$30.98,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-mareep-reverse-holo-72
pokemon-stellar-crown,raging-bolt,111,,2026-01-07T00:43:59.337569,2026-01-07T00:53:42.480709,$0.21,,$10.50,$12.19,$22.50,$59.00,,,,https://www.pricecharting.com/game/pokemon-stellar-crown/raging-bolt-111
pokemon-twilight-masquerade,ninetales,27,1.0,2026-01-29T22:16:22.920602,2026-01-29T22:18:34.459310,$0.21,,,$10.43,$11.00,$51.97,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/ninetales-27
pokemon-twilight-masquerade,sandshrew,97,1.0,2026-01-24T17:53:08.806524,2026-01-24T17:54:30.664723,$0.21,,,$10.15,$11.00,$30.42,,,,https://www.pricecharting.com/game/pokemon-twilight-masquerade/sandshrew-97
pokemon-white-flare,gothorita-reverse,42,,2026-01-07T00:43:59.337569,2026-01-07T00:55:53.553596,$0.21,,,$10.08,$11.00,$30.28,,,,https://www.pricecharting.com/game/pokemon-white-flare/gothorita-reverse-42
pokemon-white-flare,tepig,11,1.0,2026-02-02T01:13:44.567582,2026-02-02T01:21:01.152148,$0.21,,$7.50,$26.00,$29.00,$71.24,,,,https://www.pricecharting.com/game/pokemon-white-flare/tepig-11
pokemon-black-bolt,servine,2,1.0,2026-01-23T20:53:06.228900,2026-01-23T20:53:23.501096,$0.20,,,$10.27,$11.00,$30.94,,,,https://www.pricecharting.com/game/pokemon-black-bolt/servine-2
pokemon-destined-rivals,cynthia's-roselia,7,,2026-01-07T00:43:59.337569,2026-01-07T00:44:05.778726,$0.20,,,$10.50,$12.00,$31.63,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/cynthia%27s-roselia-7
pokemon-destined-rivals,team-rocket's-flaaffy-reverse-holo,73,1,2026-02-18T22:30:10.450954,2026-02-18T22:31:24.332345,$0.20,,,$10.50,$12.00,$31.15,,,,https://www.pricecharting.com/game/pokemon-destined-rivals/team-rocket%27s-flaaffy-reverse-holo-73
pokemon-journey-together,hop's-bag-reverse,147,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:56.774589,$0.20,,,$10.21,$11.00,$30.68,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-bag-reverse-147
pokemon-journey-together,hop's-cramorant-reverse-holo,138,1,2026-02-18T22:30:10.450954,2026-02-18T22:46:20.013741,$0.20,,,$10.28,$11.00,$30.90,,,,https://www.pricecharting.com/game/pokemon-journey-together/hop%27s-cramorant-reverse-holo-138
pokemon-journey-together,klawf-reverse-holo,90,1,2026-02-18T22:30:10.450954,2026-02-18T22:41:48.042923,$0.20,,,$10.53,$12.00,$31.72,,,,https://www.pricecharting.com/game/pokemon-journey-together/klawf-reverse-holo-90
pokemon-journey-together,levincia,150,1,2026-02-18T22:30:10.450954,2026-02-18T22:47:23.390894,$0.20,,,$10.76,$12.00,$32.44,,,,https://www.pricecharting.com/game/pokemon-journey-together/levincia-150
pokemon-journey-together,levincia-reverse-holo,150,1,2026-02-18T22:30:10.450954,2026-02-18T22:47:32.001801,$0.20,,,$10.35,$11.00,$31.13,,,,https://www.pricecharting.com/game/pokemon-journey-together/levincia-reverse-holo-150
pokemon-journey-together,lombre,36,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:17.151502,$0.20,,,$10.14,$11.00,$30.45,,,,https://www.pricecharting.com/game/pokemon-journey-together/lombre-36
pokemon-journey-together,lotad-reverse-holo,35,1,2026-02-18T22:30:10.450954,2026-02-18T22:37:11.116762,$0.20,,,$10.28,$11.00,$30.91,,,,https://www.pricecharting.com/game/pokemon-journey-together/lotad-reverse-holo-35
pokemon-journey-together,milcery-reverse-holo,74,1,2026-02-18T22:30:10.450954,2026-02-18T22:40:21.004215,$0.20,,,$10.28,$11.00,$30.91,,,,https://www.pricecharting.com/game/pokemon-journey-together/milcery-reverse-holo-74
pokemon-journey-together,n's-zorua,97,1,2026-02-18T22:30:10.450954,2026-02-18T22:42:24.519626,$0.20,,,$10.25,$11.00,$30.81,,,,https://www.pricecharting.com/game/pokemon-journey-together/n%27s-zorua-97
